,title,author,pub_date,genre,book_summary
9575,The Gray Prince,Jack Vance,1974-01-01,Science Fiction,"The Gray Prince Jack Vance Science Fiction  Schaine returns to Koryphon from school off-world, met by Kelse. They and Jerd are to meet their father, Uther, who has said he just learned something that is a splendid joke. Glissam agrees to visit Uaia with them. However, Uther is ambushed and killed by Retent Uldras. Schaine, Kelse, Jerd, and Glissam survive a similar ambush and reach the Madducs' domain Morningswake. Uther Madduc was exploring the Palga before he was killed. Jerd, Glissam, and Kurgech go into the Palga to discover what he"
10064,Cugel's Saga,Jack Vance,1983-01-01,Dying Earth subgenre,"Cugel's Saga Jack Vance Dying Earth subgenre  The story picks up where the protagonist, Cugel the Clever, had been left at the end of The Eyes of the Overworld: sitting disconsolately on a barren beach far to the north of his homeland of Almery. As in The Eyes, Cugel's goal is to return home and avenge himself upon Iucounu, the Laughing Magician, whom Cugel regards as indirectly responsible for his second banishment. Taking a different route this time, Cugel obtains a deadly relic of an Overworld being, Sadlark; takes service as worminger"
15328,Abercrombie Station,Jack Vance,1952-02-01,Science Fiction,"Abercrombie Station Jack Vance Science Fiction  Jean Parlier, a beautiful but deadly teenager, is hired by a mysterious man to seduce and marry the supposedly terminally ill heir to Abercrombie Station for the fee of one million dollars. Abercrombie Station orbits the Earth and exists as a pleasure resort that caters to the whims of the obese. In space, freed from the demands of gravity, rich, corpulent people frolic in decadent excess. Within the mini-society of the station, obesity becomes the ultimate standard for beauty. The heir to"
9979,Maske: Thaery,Jack Vance,1976-01-01,Science Fiction,"Maske: Thaery Jack Vance Science Fiction  Long ago, the isolated planet Maske was settled by a religious group. They seized a section of the planet from earlier colonists (the Djan), and named it Thaery. The ship carrying a dissident faction was attacked and crashed across the Long Ocean which encircles the planet. The survivors eventually reemerged as the Waels of Wellas. The members of another faction were exiled to the stony peninsula of Glentlin, where they became the Glints. The Glints became notorious bandits, but were"
11162,Trullion: Alastor 2262,Jack Vance,1973-01-01,Science Fiction,"Trullion: Alastor 2262 Jack Vance Science Fiction  Glinnes Hulden returns to Trullion after ten years of service in the Whelm, the Connatic's military force. Glinnes' older brother Shira is missing, so being an hour older than his sullen twin brother Glay, he finds himself the owner of the family holdings. However, while he was away, Glay had sold a choice island to an off-worlder, Lute Casagave. Glinnes wants the land back, but cannot come up with the 12,000 ozols, since Glay had already spent the proceeds. After an argument, Glay moves out."
13899,The Saxon Shore,Jack Whyte,1998-01-01,Historical novel,"The Saxon Shore Jack Whyte Historical novel  The Preface explains this style as Merlyn writing his memoir of how he met Arthur and came to raise him. ;Cornwall: Saxon Shore begins with Merlyn and the infant Arthur stranded in a small boat on the southern most extreme of the Irish Sea. An Irish pirate ship captained by Connor, a prince of Eire, captures the boat. The Celts then throw the child overboard. Disregarding his life, Merlyn kills one of the pirates and jumps in after Arthur. The pirates recapture Merlyn and the floating child"
7453,The Skystone,Jack Whyte,1992-01-01,Children's literature,"The Skystone Jack Whyte Children's literature  ;Invasion: The book begins with Publius Varrus laying its framework: he is retelling his history and the history of the Roman withdrawal from Britain. He then begins by talking about an ambush by Celts where he and Caius Britannicus are injured. While thinking about his time spent with Britannicus recovering from these injuries, his thoughts lead to their meeting: Britannicus had been a captive of Berbers and Varrus freed him from them. After this encounter Varrus recalls how he and"
14015,The Fort at River's Bend,Jack Whyte,1999-01-01,Historical novel,"The Fort at River's Bend Jack Whyte Historical novel  The Party of Merlyn and Arthur arrive at Ravenglass and are welcomed by King Derek. Upon their arrival they find out that the commander of the Sons of Condran's navy, Liam, is also in the port. The crews are both unarmed, because Derek maintains the port of Ravenglass as a neutral, weapons-free zone, but Liam has hostile intentions for his visit. After Merlyn arrives, Liam attempts to capture Ravenglass in order to turn it into his own kingdom. Shelagh, however, is able to kill Liam before his"
11321,The Legion of Space,Jack Williamson,1947-01-01,Science Fiction,"The Legion of Space Jack Williamson Science Fiction  The Legion is the military and police force of the Solar System. It was created to keep the peace after the overthrow of the ""Purples"", a dynasty that ruled all humanity for generations. John Ulnar, a young graduate of the Legion academy, shares a surname with the Purples but is an enthusiastic supporter of the Legion. A weapon called AKKA was used to defeat the Purples. Using a space/time distortion, it erases matter from the Universe -- any matter, of any size, even a star or a planet. The"
9908,Darker Than You Think,Jack Williamson,1948-01-01,Science fantasy,"Darker Than You Think Jack Williamson Science fantasy  The novel begins with the announcement from an ethnological expedition to Mongolia that among humanity exist people who can turn themselves into animals. However, the expedition's dies of sudden mysterious seizure in the midst of a press conference, just as he was about to provide detailed proof of his assertions. His friend, journalist Will Barbee, suspects his alleged colleague, the fascinating April Bell. Determined to discover the truth, but also attracted by Bell, Barbee finds out that in"
11714,Star Bridge,Jack Williamson,1955-01-01,Science Fiction,"Star Bridge Jack Williamson Science Fiction  The scattered planets are held together by the Eron Company, holder—at least apparently—of the secret of faster-than-light travel through the Tubes. The leaders of Eron are gathered on ancient Earth to dedicate a new Tube. Though aging General Manager Garth Kohlnar is nearing death from natural causes, the adventurer Horn has been hired by parties unknown to assassinate him. Making his way through the desert, past a gauntlet of guards and security forces, Horn encounters Wu, an aging Chinese"
10501,With Folded Hands,Jack Williamson,1947-01-01,Science Fiction,"With Folded Hands Jack Williamson Science Fiction  Underhill, a seller of ""Mechanicals"" (unthinking robots that perform menial tasks) in the small town of Two Rivers, is startled to find a competitor's store on his way home. The competitors are not humans but are small, black robots who appear more advanced than anything Underhill has encountered before. They describe themselves as ""Humanoids."" Disturbed at his encounter, Underhill rushes home to discover that his wife has taken in a new lodger, a mysterious old man named Sledge. In the course"
11840,The Cometeers,Jack Williamson,1950-01-01,Science Fiction,"The Cometeers Jack Williamson Science Fiction  Young Bob Star—the son of hero John Star—lives in Purple Hall on Phobos, feeling like a prisoner. Grim news arrives about a ""comet"" approaching the solar system comet that moves about as if it is managed by intelligent beings. The invading aliens are referred to as The Cometeers. After the so-called Cometeers penetrate into the secret archives of The Green Hall and carry out information that a man named Merrin alive, the Council of The Green Hall decides to destroy the comet with the secret"
10331,Elvissey,Jack Womack,1993-01-01,Dystopia,"Elvissey Jack Womack Dystopia  In this novel, DryCo is facing problems from a mass religious movement centered on the premise that Elvis Presley was a semi divine figure, who performed miracles for believers in his sect. It decides to resolve this problem by retrieving a younger alternate history Elvis, and bringing him to present day New New York to discredit the posthumous reputation and mythology that now surrounds Elvis. The retrieval team are a married couple, Iz and John. Iz is actually an African American, although"
12190,Lady Boss,Jackie Collins,1990-01-01,Fiction,"Lady Boss Jackie Collins Fiction  Lady Boss tells the story of Lucky Santangelo taking over a movie studio in Hollywood called ""Panther Studios."""
12191,Drop Dead Beautiful,Jackie Collins,2007-01-01,Fiction,"Drop Dead Beautiful Jackie Collins Fiction  The story focuses on the character Anthony Bonar (Enzio Bonatti's grandson), who's seeking revenge against the Santangelo family as Lucky Santangelo is responsible for the deaths of his grandfather and father. Lucky's daughter - the rebellious teenager Maria, also known as Max' - is arranging to meet up with a mysterious boy on the internet, in the hopes of making an ex-boyfriend jealous. However, the mystery boy turns out to be a middle-aged man named Henry, who has a hatred for Max's mother"
12012,The World Is Full of Married Men,Jackie Collins,1968-01-01,Novel,"The World Is Full of Married Men Jackie Collins Novel  Set in London in the swinging sixties, middle-aged advertising executive David Cooper cheats on his wife Linda. When he meets the young and beautiful Claudia Parker, David wants to marry her. However, Claudia has different ideas; she wants to be a model, an actress, and a star. When Linda finds out about the affair she ends the marriage and files for divorce. At first protesting, David finally relents and moves into an apartment with Claudia. After six months however, the pair are sick of each"
12180,Chances,Jackie Collins,1981-01-01,Fiction,"Chances Jackie Collins Fiction  Chances is broken up into parts, the first part looks at the blackout in New York City and how this affects the main characters. The second is focused on Gino Santangelo and later includes his children Lucky and Dario. The third part examines the life of Carrie Berkley and later her son Steven. The blackout, a real event that Collins describes in some detail affects all the major characters either directly or indirectly. *Lucky Santangelo was in Costa Zennocotti's office, trying to convince"
8720,Slave Girl,Jackie French,2005-03-30,Children's literature,"Slave Girl Jackie French Children's literature  The story focuses on a 12-year-old girl called Hekja. Hekja lives with her mother in simple village by the sea. Her two brothers and father have all died. At the beginning of the book, she comes to the aid of a small puppy who was attacked by a seagull on the beach. Hekja takes the puppy to the village's witch, Tikka, for her to help heal the puppy. Hekja is told that the puppy was one of the chief's litter, and she had already given it the True Name of Riki Snarfari (Mighty Rover). The puppy"
11238,Trumpet,Jackie Kay,1998-01-01,Fiction,"Trumpet Jackie Kay Fiction  This powerful novel begins just after the main character, Joss Moody, a famous trumpet player, passes away. It is immediately apparent that big news surrounds his death as paparazzi drive his widow, Millie, to steal away to a vacation home. Soon after, the reader learns that the big news is that Joss was actually born female. No one knew this shocking truth except his wife. Not even Colman, the Moodys' adopted son, knew the truth. The Moodys lived their life as a normal married couple with a"
16167,Rage,Jackie Kessler,2011-04-01,Fantasy,"Rage Jackie Kessler Fantasy  A teenage girl who cuts herself must take on the role of War, one of the Four Horsemen of the Apocalypse."
12842,Ladybug Girl,Jacky Davis,2008-03-13,Children's literature,"Ladybug Girl Jacky Davis Children's literature  Lulu's family is busy and she has nothing to do. So she plays with her dog, Bingo. Lulu spends her time outside doing things such as saving ants from boulders, crossing puddles that could contain sharks, and building a fort for herself."
9058,The Betrayal of Bindy Mackenzie,Jaclyn Moriarty,2006-01-01,Novel,"The Betrayal of Bindy Mackenzie Jaclyn Moriarty Novel  Bindy Mackenzie is a Year 11 student at Ashbury High, a prestigious private school in Sydney. She is a perfectionist and a high-achiever, focussing obsessively on her studies. When Bindy begins Year 11, she is horrified to discover that she must take part in FAD -Friendship And Development- a mandatory course aimed at helping teenagers deal with the issues that face them. Her teacher, Try Montaine, an American English teacher, takes a strong interest in each of the members of Bindy's FAD"
8634,Feeling Sorry for Celia,Jaclyn Moriarty,2000-01-01,Fiction,"Feeling Sorry for Celia Jaclyn Moriarty Fiction  The story's protagonist is a 15-year-old-girl named Elizabeth Clarry. Elizabeth lives in a suburb of Sydney, Australia, with her mother and her dog, a collie named Lochie. The story begins when Elizabeth, who attends an exclusive private school called Ashbury, is forced to begin a letter correspondence with a student from the local comprehensive high school (Brookfield), by her new English teacher, Mr. Botherit. The recipient of Elizabeth's letter is a girl named Christina Kratovac. Elizabeth"
8394,Finding Cassie Crazy,Jaclyn Moriarty,2003-01-01,Children's literature,"Finding Cassie Crazy Jaclyn Moriarty Children's literature  The novel follows the correspondence between students from two rival schools. Cassie Aganovic, Emily Thompson and Lydia Jaackson-Oberman, attend the prestigious, private Ashbury High; Matthew Dunlop, Charlie Taylor, and Sebastian Mantegna (""Seb"") attend the public and notoriously rough, Brookfield High. In a special pen-pal program between the schools (previously seen in Feeling Sorry for Celia and set up by Mr. Botherit), Cassie begins to write to Matthew; Emily writes to Charlie; and Lydia"
14986,Santa Olivia,Jacqueline Carey,2009-05-29,Science Fiction,"Santa Olivia Jacqueline Carey Science Fiction  Set in a future dystopia United States, the town of Santa Olivia is effectively a desert war zone where people have no rights and legally no longer exist, with the town's name even being changed simply to ""Outpost No. 12"". The main character is that of Loup Garron, a daughter of a genetically modified father who was bred by the US military as a weapon and has since escaped to Outpost. He becomes engaged with Loup's mother, a resident of Outpost, but is forced to leave before his daughter is"
12394,Kushiel's Mercy,Jacqueline Carey,2008-06-12,Science fiction,"Kushiel's Mercy Jacqueline Carey Science fiction  Upon reaching the City of Elua, Sidonie and Imriel find that there are many people awaiting them. Some, like the Yeshuites and the Tsingani, are there simply because Imriel was foster-son to Phèdre nó Delaunay and Joscelin Verreuil. Also there are small knots of people, each wearing black armbands around one of their arms, signifying death. They all hold out their fists, thumbs pointed downward. Imriel later learns that these people are the families of his mother, Melisande Shahrizai's,"
5181,Kushiel's Scion,Jacqueline Carey,2006-06-12,Science fiction,"Kushiel's Scion Jacqueline Carey Science fiction  To find his lost mother, the mission of his foster mother and his own personal quest, he must discover who trained Phèdre nó Delaunay's mentor, Anafiel Delaunay. The first book in this series begins with Imriel, at age fourteen, learning that his mother, Melisande Shahrizai has vanished from the Temple of the Asherat-of-the-Sea in La Serenissima. Instead of spending his summer at Montrève, he is summoned to court, where he meets his Shahrizai kin, who will foster with him come the following"
3108,Kushiel's Dart,Jacqueline Carey,2001-01-01,Science fiction,"Kushiel's Dart Jacqueline Carey Science fiction  Phèdre is born to Liliane de Souverain, a Servant of Naamah, and Pierre Cantrel, a merchant's spend-thrift son. She is born fair-skinned and black-haired, and given a cursed Hellene name. She is distinguished most by a red mote in her left eye, a flaw that is believed to render her unsuitable for work as a Servant of Naamah. Due to poverty and Pierre Cantrel's unwillingness for his wife to continue in the Service of Naamah, Phèdre is sold to Cereus House of the Court of Night-Blooming Flowers."
5182,Kushiel's Justice,Jacqueline Carey,2007-06-14,Science fiction,"Kushiel's Justice Jacqueline Carey Science fiction  The novel begins with Imriel sitting down to read the letters that his mother, Melisande Shahrizai, has written him all these years. After the occurrences in Kushiel's Scion, especially with Canis in Lucca, he is now concerned with where she is and the influence she is trying to have on his life. The letters, while not exactly comforting, tell him much and help soothe some of his resentment. Phèdre nó Delaunay, his foster-mother, asks him if he wants to discuss them but he declines. When he"
3449,Kushiel's Chosen,Jacqueline Carey,2002-01-01,Science fiction,"Kushiel's Chosen Jacqueline Carey Science fiction  Kushiel's Dart, the first book in the Kushiel's Legacy trilogy, ends with the arrival of a mysterious gift at Montrève, the Comtesse Phèdre nó Delaunay's quiet country estate. Kushiel's Chosen picks up immediately after an Italian merchant and former acquaintance presents Phèdre with her sangoire cloak, last worn when she was betrayed by Melisande Shahrizai, the beautiful but deadly and manipulative scion of Kushiel. She takes it upon herself to find out how Melisande escaped from"
3450,Kushiel's Avatar,Jacqueline Carey,2003-01-01,Science fiction,"Kushiel's Avatar Jacqueline Carey Science fiction  The anguissette Comtesse Phèdre nó Delaunay de Montrève is contacted by her former lover and rival, Melisande Shahrizai, to find Melisande's son Imriel de la Courcel. The Prince has been missing for nearly ten years because Melisande had hidden him (see Kushiel's Chosen). Now it appears that he has gone missing from there as well. Melisande reveals that he had been hidden in an isolated Temple of Elua in Siovale, raised having no knowledge that he is a royal prince and believing that his"
1155,Valley of the Dolls,Jacqueline Susann,1966-01-01,Romance novel,"Valley of the Dolls Jacqueline Susann Romance novel  In 1945, Anne Welles moves to New York City from Lawrenceville, Massachusetts, and finds employment with a talent agency representing the Broadway musical Hit the Sky. She meets Neely O'Hara (who changed her name from Ethel Agnes O'Neill), a vaudeville star living in her building, and recommends her for a role in the show’s chorus. Jennifer North, a showgirl regarded for her beauty but with limited talent, appears in the play as well. The three women become fast friends. Over the next twenty"
9060,Lola Rose,Jacqueline Wilson,2003-01-01,Children's literature,"Lola Rose Jacqueline Wilson Children's literature  In the beginning, Jayni's mum, Nikki Fenton, wins £10,000 on a scratchcard. They decide to not tell Jayni's father, Jay, who she fears will spend it on his friends on drinks at the pub or losing it by going to a betting shop. However, Nikki decides to tell Jay anyway because he reveals he has left his job and is joining a mini-cab firm but needs to provide the car. Jay, Nikki, Jayni and her brother, Kenny, go out to T.G.I Fridays spending around £50 on the meal. Jayni fears for herself because"
10171,The Dare Game,Jacqueline Wilson,2000-03-02,Children's literature,"The Dare Game Jacqueline Wilson Children's literature  Tracy and Cam often argue about anything, including Tracy's new school, where she has a ghastly class teacher, whom she has christened Mrs ""Emesis"" Bagley. She hates her. Most of her classmates spread rumors about her mum leaving her on purpose. Tracy says that her mum has to leave because she is a movie star in Hollywood. Tracy decides to exclude herself and go to her own secret house. After a few days she discovers she's not the only one who excluded herself from school as she meet two new"
9065,The Bed And Breakfast Star,Jacqueline Wilson,1994-01-01,Children's literature,"The Bed And Breakfast Star Jacqueline Wilson Children's literature  Elsa is a bright and lively young girl who has dreams to become a comedienne. When her stepfather loses his job, her family, including her baby half-brother Hank and half-sister Pippa, are forced to move into a rundown bed and breakfast hotel that is used as accommodation for poor families. She doesn't get along with her stepfather, as he often loses his temper with her and hits her, so takes to spending time with her friend Naomi, with her little sister usually tagging along. Eventually her"
7965,The Illustrated Mum,Jacqueline Wilson,1999-01-01,Children's literature,"The Illustrated Mum Jacqueline Wilson Children's literature  This story is set in London in a small flat. Dolphin and her older sister Star live with their mother Marigold, who has many colourful tattoos. Marigold has a drinking problem and sometimes acts ""crazy"". Dolphin loves Marigold and thinks she is wonderful and unique while Star is embarrassed by Marigold's tattoos and erratic behaviour. Dolphin feels like an outsider at school; she is bullied by some classmates and feels her teacher is unkind to her. She also struggles with her dyslexia. Star"
13760,Glubbslyme,Jacqueline Wilson,1990-01-01,Children's literature,"Glubbslyme Jacqueline Wilson Children's literature  A girl called Rebecca has just had a row with her best friend Sarah. Then Sarah goes off with another girl. After that, Rebecca comes across a witches' pond and meets a toad called Glubbslyme. Glubbslyme is not just a normal toad, he is magic from his late master. They embark on a magical adventure together and try and get Sarah and Rebecca back together."
11515,Kiss,Jacqueline Wilson,2007-11-10,Young adult literature,"Kiss Jacqueline Wilson Young adult literature  Sylvie and Carl have been friends since they were little. They have called themselves boyfriend and girlfriend since they were small and Sylvie has always believed they would end up married. As they start high school, Carl drifts further and further away from Sylvie. One day, she wanders into the girls' bathrooms and finds Miranda, the most popular girl in school, there. Miranda asks Sylvie to go to her party after finding out about Sylvie's ""boyfriend"", whom she has taken a shine to, even"
11331,Dustbin Baby,Jacqueline Wilson,2001-01-01,Children's literature,"Dustbin Baby Jacqueline Wilson Children's literature  When she was a few minutes old, April was abandoned by her mother in a dustbin behind a local pizza restaurant. She was discovered by a young waiter there and named April by the hospital as she was found on April Fool's Day. She was fostered by Patricia Williams, but only lived with her a short time before being adopted. April's first stop on her fourteenth birthday is Pat's house. She finds that she remembers little of it and Pat remembers little of her. However she does befriend one of"
9068,Vicky Angel,Jacqueline Wilson,2000-11-02,Children's literature,"Vicky Angel Jacqueline Wilson Children's literature  Vicky and Jade are best friends. Vicky is a flamboyant and outgoing girl while Jade is shy and timid and usually follows Vicky's lead. After fighting about which extra-curricular activity to take together and arguing as Jade finally sticks up for herself, Vicky dashes out on to the road without looking and is struck by a car. Jade travels to the hospital in the ambulance with Vicky, however Vicky dies from her internal injuries in hospital. Distraught and in shock, Jade runs from the hospital."
12302,Secrets,Jacqueline Wilson,2002-01-01,Children's literature,"Secrets Jacqueline Wilson Children's literature  Treasure lives with her mother and her abusive stepfather, Terry, whom she hates very much. When Terry whips Treasure with his belt, scarring her forehead, her grandmother Rita puts her foot down and takes Treasure in herself, although she still has nightmares that Terry is coming to get her. India lives in the upper-class Parkfield estate with her parents and her au pair, miserable Wanda. Her father is a businessman with a terrible drinking problem, and her mother, Moya Upton is a controlling"
9494,Love Lessons,Jacqueline Wilson,2005-01-01,Children's literature,"Love Lessons Jacqueline Wilson Children's literature  The story revolves around a girl called Prue who lives with her bossy, often scary dad who loses his temper very easily, a sweet yet pressured mum and an immature but kind hearted young sister, Grace. Her dad is very temperamental and he gets mad on silly things like art classes for Prue and he thinks going to school is an absurd idea. He insists on educating Prue and Grace himself while running a not-so-successful book shop. One day a man from the education system comes and tells Prue’s dad"
5346,Best Friends,Jacqueline Wilson,2004-03-04,Children's literature,"Best Friends Jacqueline Wilson Children's literature  Gemma and Alice have known each other all their lives, but when Gemma reads Alice's diary at a sleepover, it eventually leads her to discover Alice is moving. Because of their distance, Gemma and Alice struggle to stay friends, with the possibility of each other making new friends. The story's theme throughout the whole story is that true friends will be together until the end. Gemma and Alice have been best friends since birth. They were born on the same day, in the same hospital and have"
9066,Double Act,Jacqueline Wilson,1995-01-01,Children's literature,"Double Act Jacqueline Wilson Children's literature  The book takes the form of the twins alternately narrating the story of their life in an Accounts book. Ruby and Garnet are ten-year-old identical twins living with their father and grandmother since their mother, Opal, died. The two have always been close despite their differences- Ruby is social, and keen to let her opinions be heard, while introverted Garnet is content to let Ruby dominate their relationship. When their father gets a new girlfriend [Rose] and a new job, their once stable"
9913,Bad Girls,Jacqueline Wilson,1996-05-02,Children's literature,"Bad Girls Jacqueline Wilson Children's literature  10-year-old Mandy White is mercilessly tormented at school by three classmates: Kim, Melanie and Sarah. After an incident where she is nearly hit by a bus while crossing a road to avoid the bullies, she is kept at home from school and meets Tanya, a lively older girl being fostered by Mandy's next door neighbour. Despite disapproval from Mandy's elderly mother, who is very overprotective of her and treats her as if she were much younger, the girls become fast friends. They dream of a future"
13848,The Mum Minder,Jacqueline Wilson,1993-01-01,Children's literature,"The Mum Minder Jacqueline Wilson Children's literature  It all begins when nine year old Sadie's mother, who is a childminder, gets ill. Sadie now has to look after all the children her mum is meant to look after, but eventually the other children's mothers take turns to look after all the children at their workplaces, i.e. at a police station, in an office and at a chocolate shop. The book is written through Sadie's perspective. It is a hilarious tale of how younger children are taken to work with their parents and explains all about child minders"
13831,Midnight,Jacqueline Wilson,2003-01-01,Children's literature,"Midnight Jacqueline Wilson Children's literature  Violet is a dreamy girl who is often away in her own world, filled with fairies designed by her favourite author, Caspar Dream. She lives with her mother, father and her brother Will, who she loves very much despite the fact he can be controlling and sometimes frightens her. At Christmas, Violet finds out that Will was adopted. One night, Will forces Violet to play a game of 'Blind Man's Buff'. Violet hates the game, but plays anyway because since Will discovered he was adopted he had become"
9069,Clean Break,Jacqueline Wilson,2005-03-21,Children's literature,"Clean Break Jacqueline Wilson Children's literature  The main character is a young girl called Emily, or Princess Emerald to her imaginative Dad, who lives with her mum Julie, her half sister Vita and her half brother Maxie in their grandmother Ellen's house. Although her dad is technically only her Step-dad, Em and her siblings all love him completely. Emily is highly sensitive (as a lot of characters are), and is very insecure about her weight. On Christmas Day Emily and her sister Vita receive their presents and get a special reindeer"
13775,Lizzie Zipmouth,Jacqueline Wilson,2000-01-01,Children's literature,"Lizzie Zipmouth Jacqueline Wilson Children's literature  Lizzie Zipmouth is about a young girl named Lizzie who moves into a new home with her mother after her once-single mother finds a new boyfriend, Sam. Disgruntled and unhappy about the way these proceedings are going, she doesn't try make friends with Sam's two sons, Rory and Jake, and keeps to herself by not saying a word. Soon, Jake nicknames her 'Lizzie Zipmouth' because of her obvious silence to everyone. It is only when she meets her scary step-great-grandmother that she begins to find a"
16032,Maisie Dobbs,Jacqueline Winspear,2003-07-01,Mystery,"Maisie Dobbs Jacqueline Winspear Mystery  Maisie becomes a maid at the Belgravia Mansion of Lady Rowan Compton in 1910 at fourteen years old after her mother dies and she must help her father make ends meet. Soon after getting caught in Lady Compton's library fulfilling her joy of reading and learning, Maisie is introduced to Maurice Blanche, close friend of the Comptons, and becomes his pupil. Blanche, a discreet investigator, teaches Maisie as much as he can about psychology, science, and anything else Maisie is willing to learn."
13385,Feathers,Jacqueline Woodson,2007-03-01,Young adult literature,"Feathers Jacqueline Woodson Young adult literature  Taking place in the 1970s, in an urban all African American school, this book highlights the hard topics of racism, faith, hope, and disabilities. A white boy comes to the school and is soon dubbed “Jesus Boy”. His entrance as the only white student causes tension and misunderstandings. Some of the students believe that he is Jesus and others simply hope he is. He is very quiet and doesn’t let Trevor, the class bully, hurt him. He just calmly talks to Trevor and never retaliates. Jesus Boy"
12507,The Other Side,Jacqueline Woodson,2001-01-01,Children's literature,"The Other Side Jacqueline Woodson Children's literature  The narrator and protagonist of the story is Clover, a young African-American girl. She lives beside a fence which segregates her town. Her mother instructs her never to climb over to the other side. Then one summer, she notices a white girl on the other side of the fence. The girl seems to be very lonely and is even outside when it's raining. Clover decides to talk to the girl on the other side of the fence. Both girls aren't allowed to cross the fence, so they simply decide to sit on the"
3400,The Deep End of the Ocean,Jacquelyn Mitchard,1996-06-01,Fiction,"The Deep End of the Ocean Jacquelyn Mitchard Fiction  Wisconsin photographer and housewife Beth Cappadora leaves her youngest son, Ben, alone with his older brother for a brief moment in a crowded Chicago hotel lobby, while attending her high school reunion. The older son lets go of Ben's hand and Ben vanishes without a trace. Beth goes into an extended mental breakdown and it is left to her husband and owner of a restaurant, Pat, to force his wife to robotically care for their remaining two children, 7-year-old Vincent and infant daughter Kerry."
7058,Elusive Isabel,Jacques Futrelle,1909-01-01,Spy fiction,"Elusive Isabel Jacques Futrelle Spy fiction  The eponymous heroine, Isabel Thorne, is a young woman, half British, half Italian, who works for the Italian secret service and who has been commissioned to bring about the signing of the secret contract right in the capital of the enemy by representatives of all countries involved, both European and American. Her brother, an inventor, has devised a secret weapon by which missiles can be fired from submarines (see also depth charge) which will, it is hoped, secure military dominion over the"
9558,Lucy,Jamaica Kincaid,1990-09-01,Novella,"Lucy Jamaica Kincaid Novella  Eager to leave the West Indies, Lucy longs to leave her past behind. She does not feel nostalgic for her childhood and her homeland, where she felt oppressed by toxic British and family influences. This becomes evident when Lucy describes an event that happened in her former school. While attending Queen Victoria Girl's school, she was forced to memorize a poem about daffodils. (This poem ""I Wandered Lonely as a Cloud"" was written by William Wordsworth roughly two centuries ago.) The poem"
3665,Annie John,Jamaica Kincaid,1985-03-01,Fiction,"Annie John Jamaica Kincaid Fiction  Annie John, the protagonist of the book, starts out as a young girl who worships her mother. She follows her everywhere, and is shocked and hurt when she learns that she must some day live in a different house from her mother. While her mother tries to teach her to become a lady, Annie is sent to a new school where she must prove herself intellectually and make new friends. She quickly falls in with an emotionally close crowd of girlfriends, but later is attracted to a wild girl who climbs"
14947,Miracle in Seville,James A. Michener,1995-01-01,Historical novel,"Miracle in Seville James A. Michener Historical novel  The story draws on religious themes, interweaving gypsy traditions, belief in the intervening power of The Virgin Mary, and the hope of God's forgiveness and redemption, into the Spanish tradition of bullfighting. The action occurs during Holy Week in Spain, and Michener competently captures the religious processions. He provides meticulous detail of bull fights (although some reviewers have taken umbrage at supposedly erroneous details in his narrative). The tale involves a Gypsy matador"
3310,Space,James A. Michener,1982-01-01,Fiction,"Space James A. Michener Fiction  The story begins in 1944 and covers more than 30 years in the lives of four men and their families: Dieter Kolff, a German rocket scientist who worked for the Nazis; Norman Grant, a World War II hero turned U.S. Senator from a fictional state; Stanley Mott, an aeronautical engineer invested with a top-secret U.S. government mission to rescue Kolff from Peenemünde; and John Pope, a small-town boy turned Naval Aviator who becomes a test pilot and then astronaut. Randy Claggett, a rambunctious"
1568,Hawaii,James A. Michener,1959-01-01,Children's literature,Hawaii James A. Michener Children's literature  The novel tells the history of Hawaiian Islands from the creation of the isles to the time they became a state of the U.S.A. through viewpoints of selected people who represent their ethnic and cultural groups in the story (e.g. the Kee family represents the viewpoint of Chinese-Hawaiians). Most of the chapters cover the arrivals of different peoples to the islands. Describes the creation of the Hawaiian land from volcanic activity. The second chapter follows the creation of the isles which is
1000,Alaska,James A. Michener,1988-01-01,History,"Alaska James A. Michener History  A sweeping description of the formation of the North American continent. The reader follows the development of the Alaskan terrain over millennia. The city of Los Angeles is now some twenty-four hundred miles south of central Alaska, and since it is moving slowly northward as the San Andreas fault slides irresistibly along, the city is destined eventually to become part of Alaska. If the movement is two inches a year, which it often is, we can expect Los Angeles to arrive off Anchorage in"
1424,The Drifters,James A. Michener,1971-01-01,Science fiction,"The Drifters James A. Michener Science fiction  In the first chapter, Joe is introduced as a disenfranchised twenty year old youth who is enrolled at the University of California during the Vietnam War. After Joe realizes that with his grades he is going to get drafted, he hitchhikes to Yale University, where he gets the name of a professor who may be able to get him across the border into Canada. After being referred to a woman in Boston named Gretchen, she helps him get into Canada, and he eventually goes to Torremolinos, Spain. While"
4623,Chesapeake,James A. Michener,1978-06-12,Historical novel,"Chesapeake James A. Michener Historical novel  The storyline, like much of Michener's work, depicts a number of characters over a long time period. Each chapter begins with a voyage which provides the foundation for the chapter plot. It starts in 1583 with American Indian tribes warring, moves through English settlers throughout the 17th century, slavery and tobacco growing, pirate attacks, the American Revolution and the Civil War, Emancipation and attempted assimilation, to the final major event being the Watergate scandal. The last"
